MSI_DO_YOU_AGREE	동의 하십니까?
MSI_TITLE_EQUIPMENT	칭호
MSI_TAKEOFF_TITLE	칭호 해제
MSI_GUILD_MAKE_GUILD_NOT_PERMITTED_MAP	길드 생성을 할 수 없는 지역입니다.
MSI_GUILD_DISORGANIZE_GUILD_NOT_PERMITTED_MAP	길드 해체를 할 수 없는 지역입니다.
MSI_GUILD_JOIN_GUILD_NOT_PERMITTED_MAP	길드 가입을 할 수 없는 지역입니다.
MSI_GUILD_LEAVE_GUILD_NOT_PERMITTED_MAP	길드 탈퇴를 할 수 없는 지역입니다.
MSI_GUILD_EXPEL_GUILD_NOT_PERMITTED_MAP	길드원 추방을 할 수 없는 지역입니다.
MSI_GUILD_POSITION_CHANGE_NOT_PERMITTED_MAP	길드직위 변경을 할 수 없는 지역입니다.
MSI_NOT_ENOUGH_SPACE_IN_ITEM_BODY	아이템 소지량을 5칸이상 비워주세요
MSI_JPN_PERSONALINFO_EXPMSG	E X P : %.1f%% ( basic 100.0%% pccafe %.1f%% + %s %.1f%%)
MSI_JPN_PERSONALINFO_DROPMSG	DROP  : %.1f%% ( basic 100.0%% pccafe %.1f%% + %s %.1f%%)
MSI_JPN_PERSONALINFO_DEATHMSG	DEATH : %.1f%% ( basic 100.0%% pccafe %.1f%% + %s %.1f%%)
MSI_SET_ITEMS_TO_MAIL_OVERCOUNT	첨부할 수 있는 아이템의 갯수가 초과되었습니다.
MSI_SOUNDEFFECT_ITEMBUYWND	아이템 구매 시 소리로 알림
MSI_SET_UNMOVEABLE_ITEM	첨부할 수 없는 아이템입니다.
MSI_RESULT_ALREADY_LOSING_IDX	꽝에 당첨되었으므로 다음 상위 단계의 룰렛을 돌리실 수 없습니다.
MSI_RODEX_FOWARD	답장쓰기
MSI_RODEX_READ	내용읽기
MSI_RODEX_DELETE	메일삭제
MSI_TAIWAN_CASH_MSG_1	仙貝 : %d
MSI_TAIWAN_CASH_MSG_2	%s %s 仙貝
MSI_TAIWAN_CASH_MSG_3	仙貝
MSI_TAIWAN_CASH_MSG_4	Total : %d 仙貝
MSI_TAIWAN_CASH_MSG_5	%d -> %s 仙貝
MSI_TAIWAN_CASH_MSG_6	%s 仙貝
MSI_TAIWAN_CASH_MSG_7	                                          Current 仙貝 : %s
MSI_TAIWAN_CASH_MSG_8	    %s  :  %s  仙貝
MSI_TAIWAN_CASH_MSG_9	%10s 仙貝
MSI_TAIWAN_CASH_MSG_10	Total : %s 仙貝
MSI_TAIWAN_CASH_MSG_11	※수수료 3% / 최소 1仙貝의 수수료 차감 
MSI_TAIWAN_CASH_ITEM_BAY_MAG2	仙貝 입니다.
MSI_TAIWAN_CASH_WARNING_PRICE6	^0000ff仙貝 이상^000000입니다.\n입력금액이 맞습니까?
MSI_TAIWAN_CASH_WARNING_PRICE7	10억仙貝이상 안전 확인
MSI_TAIWAN_CASH_OVERPRICE_MAX	10억 仙貝 이상 입력하셔도 가격은 10억 仙貝로 판매됩니다.
MSI_TAIWAN_CASH_OVERPRICE9999	9,999仙貝 이상 입력하셔도 가격은 9,999仙貝로 판매됩니다.
MSI_TAIWAN_CASH_YOU_HAVE_FREE_ITEM_ON_SHOP	가격이 0 仙貝인 아이템이 존재 합니다. 상점을 열수 없습니다!
MSI_TAIWAN_CASH_MCSTORE_FAIL_SELLER_MONEY_GIVE	상대 캐릭터가 최대 보유 仙貝량을 초과하여 거래가 불가능 합니다.
MSI_TAIWAN_CASH_BUYINGSTORE_MAKEWND_REINPUTPRICE	%s 아이템의 가격을 10억仙貝 이하로 입력해 주세요.
MSI_TAIWAN_CASH_BUYINGSTORE_MAKEWND_ITEMLIST	%s  :  %s  仙貝 => %s EA
MSI_TAIWAN_CASH_BUYINGSTORE_MYSHOPWND_LIMITZENY	제한 금액 : %s 仙貝
MSI_TAIWAN_CASH_BUYINGSTORE_MYSHOPWND_ITEMINFO	%s %s 仙貝 %d 개
MSI_TAIWAN_CASH_BUYINGSTORE_TRADE_SELLCOMPLETE	%s %d개를 %d 仙貝에 판매 하였습니다. 수수료는 3%% 입니다.
MSI_RODEX_WND	RODEX
MSI_RODEX_SEND_WND	SEND
MSI_RODEX_RECEIVE_WND	RECEIVE
MSI_RODEX_CHOOSEWND_FAILED	메일 작성창을 닫아주세요.
MSI_ACCESS_DENIED_BY_AUTHSERVER_CONNECTION	서버접근거부(A)
MSI_ACCESS_DENIED_BY_BILLSERVER_CONNECTION	서버접근거부(B)
MSI_UNEQUIP_ARROW2	장착된 화살/탄환 을 해제해야합니다.
MSI_FAILED_MAIL_CAUSE_TO_USE_ITEM	인벤토리의 아이템이 소모되어 로덱스 쓰기창을 닫습니다.
MSI_FAILIED_ONECLICK_ITEMIDENTIFY_NO_MAGNIFIER	소지하신 돋보기가 없습니다.
MSI_FAILED_UNLOCK_ITEM_DROP_IN_COMPOSE_WND	아이템을 버릴려면 메일 쓰기창을 닫아주세요.
MSI_FAILED_FRIEND_ADD__ALREADY_REQUEST	상대방이 친구 요청중입니다
MSI_UISCRIPT_ERROR_GUIDE	SCRIPT ERROR AID
MSI_UISCRIPT_ERROR_GUIDE_MSG	\nErrorfile : %s\nErrorLine : %d 줄\nErrorContent: \n*이전 줄 : %s \n*Errorline : %s \n*다음 줄:\n %s
MSI_TAIWAN_CASH_BUY_RECONFIRM	 ^ff0000해당 아이템을 구매 하시겠습니까? %d포인트 및 %d 仙貝가 차감 됩니다.
MSI_MINIMAP_MSG_01	닫기
MSI_MINIMAP_MSG_02	퀘스트
MSI_MINIMAP_MSG_03	퀘스트 아이콘 보기
MSI_MINIMAP_MSG_04	편의시설
MSI_MINIMAP_MSG_05	편의시설 아이콘 보기
MSI_MINIMAP_MSG_06	길드원/파티원
MSI_MINIMAP_MSG_07	길드원/파티원 보기
MSI_MINIMAP_MSG_08	기록하기
MSI_MINIMAP_MSG_09	보스몬스터
MSI_MINIMAP_MSG_10	나
MSI_MINIMAP_MSG_11	삭제 하시겠습니까?
MSI_MINIMAP_MSG_12	퀘스트 NPC
MSI_MINIMAP_MSG_13	메모할 내용을 기록합니다
MSI_MINIMAP_MSG_14	저장하기
MSI_MINIMAP_MSG_15	메모하기
MSI_EA7	%s [%d옵션] %d개
MSI_EA8	%s [%d옵션] %s Zeny
MSI_EA9	%s [%d옵션] %d %s %d -> %s %s
MSI_EA10	%s [%d옵션] %d %s %s %s
MSI_EA11	%s [%d옵션] %d -> %s %s
MSI_EA12	%s [%d옵션] %s %s
MSI_TAIWAN_CASH_LEMITEMIN	최소 거래 단위 100 仙貝 이상으로 설정 하셔야 합니다.
MSI_DRESSROOM_HEARCOLOR	머리 색
MSI_DRESSROOM_HEARSTYLE	머리 모양
MSI_DRESSROOM_BODYCOLOR	옷 색
MSI_DRESSROOM_BODYSTYLE	옷 모양
MSI_MINIMAP_MSG_16	지원되지 않는 맵 입니다.
MSI_BANK_MAX_MONEY	2,147,483,647 Zeny 이하로 입력 하십시오.
MSI_BANK_MIN_MONEY	1 Zeny 이상 입력 하십시오.
MSI_BANK_0_MONEY	보유한 Zeny 가 없습니다.
MSI_BANK_1	제니 창고
MSI_BANK_2	창고보유액
MSI_BANK_3	소지금
MSI_BANK_4	입금
MSI_BANK_5	출금
MSI_BANK_6	1 z UP
MSI_BANK_7	1 z Down
MSI_BANK_MAX	Max
MSI_BANK_NOMSG	입력값이 없습니다
MSI_BANK_0_MINI	보유 Zeny 부족
MSI_BANK_1_MINI	입력값 필요
MSI_BANK_2_MINI	문자 입력 불가
MSI_BANK_3_MINI	최대 입력 초과
MSI_BANK_4_MINI	최소 입력 미만
MSI_BANK_5_MINI	보유 Zeny 부족
MSI_BANK_6_MINI	은행 잔고 부족
MSI_BANK_7_MINI	최대 보유 Zeny 초과
MSI_ITEMMOVEINFO_DROP	드롭 X
MSI_ITEMMOVEINFO_STORE	창고 X
MSI_ITEMMOVEINFO_CART	카트 X
MSI_ITEMMOVEINFO_MAIL	메일 X
MSI_ITEMMOVEINFO_EXCHANGEWND	교환창 X
MSI_ITEMMOVEINFO_AUCTION	경매장 X
MSI_ITEMMOVEINFO_STOREOFGUILD	길드창고 X
MSI_ITEMMOVEINFO_TONPC	NPC에게 판매 X
MSI_ITEMMOVEINFO_BTN	이동제한이 있는 아이템입니다.
MSI_CREATE_CHARACTER	캐릭터를 생성해주세요!
MSI_UNEQUIP_ARROW3	장착된 투사체 아이템을 해제해야 합니다.
MSI_REFUSE_MDENGEON_IS_FULL	인원 초과로 메모리얼 던전에 입장 할 수 없습니다
MSI_ERROR_MDENGEON_IS_FULL	인원수 초과로 인해  메모리얼 던전 입장이 거부되었습니다
MSI_INFORMATION_USA	%.1f%% ( %s Server: %.1f%% + Premium:%.1f%% )
MSI_INFORMATION_USA_DEATH	%.1f%% ( %s Server: %.1f%% + Premium:%.1f%% )
MSI_PERVENT_DUPLICATEUSE_ITEM	중복된 아이템이 존재하여 사용이 불가능 합니다.
MSI_PERVENT_DUPLICATEUSE_EFSTITEM	중복된 효과가 존재하여 사용이 불가능 합니다.
MSI_QUAKE_EFFECT_ON	화면 흔들림 효과 ON
MSI_QUAKE_EFFECT_OFF	화면 흔들림 효과 OFF
MSI_GAMEHACK_DETECT2	불법 프로그램  발견되었습니다
MSI_SEND_RODEX	메일 보내기
MSI_USA_PERSONALINFO_EXP	E X P : %.1f%% ( basic 100.0%% VIP Bonus %.1f%% + %s %.1f%%)
MSI_USA_PERSONALINFO_DROP	DROP  : %.1f%% ( basic 100.0%% VIP Bonus %.1f%% + %s %.1f%%)
MSI_USA_PERSONALINFO_DEATH	DEATH : %.1f%% ( basic 100.0%% VIP Bonus %.1f%% + %s %.1f%%)
MSI_NOT_USING_TAG_TO_NAME	 해당 내용은 이름으로 사용하실 수 없습니다. 
MSI_STYLING_SHOP	스타일링 샾
MSI_STYLING_SHOP_NEED_COUPON	쿠폰 없음. Cash Shop에서 아이템을 구매해 주세요.
MSI_STYLING_SHOP_OPEN_COUPON	인벤토리에서 아이템 쿠폰 상자를 열어주세요.
MSI_STYLING_SHOP_DELETE_CHAR	해당 스타일 정보를 삭제하시겠습니까?
MSI_STYLING_SHOP_FAIL_TO_ADD_CHAR_TO_LIKE	슬롯이 꽉 찼습니다. 내 스타일에서 캐릭터 삭제 후 사용해 주십시오.
MSI_STYLING_SHOP_ADJUST_NEW_CHAR_STYLE	비용을 지불하고 현재 스타일을 적용하시겠습니까?\n(※ 비용은 반환되지 않습니다.)
MSI_STYLING_SHOP_REGISTER_BOOKMARK	현재 스타일을 저장하였습니다.
MSI_STYLING_SHOP_SUGGEST_TO_GO_TO_BANK	보유 Zeny 부족. 은행에 충분한 Zeny가 있습니다.
MSI_ASK_MOVE_BY_PRIVATE_AIRPLANE	으로 이동합니다.
MSI_PRIVATE_AIRPLANE_FAIL_LOCALIZING	해당 국가의 영공통과에 대한 허가가 나지 않았습니다.
MSI_PRIVATE_AIRPLANE_FAIL_OTHERWORLD	마나로 대기불안정이 계속되어 비공정 운행이 불가능합니다.
MSI_PRIVATE_AIRPLANE	개인 비공정
MSI_PRIVATE_AIRPLANE_FAIL_UNKNOWN	잠시 후 다시 시도해주세요.
MSI_PRIVATE_AIRPLANE_FAIL_PAYMENT_ZENY	개인 비공정 이용에 필요한 제니가 부족합니다.
MSI_PRIVATE_AIRPLANE_FAIL_PAYMENT_ITEM	개인 비공정 이용에 필요한 아이템이 부족합니다.
MSI_PRIVATE_AIRPLANE_FAIL_LEVEL	개인 비공정을 이용할 수 있는 레벨이 아닙니다.
MSI_PRIVATE_AIRPLANE_FAIL_MAP	선택한 지점으론 개인비공정이 이동할 수 없습니다.
MSI_RESULT_FAIL_USING_MAP	현 지점에선 개인비공정을 이용할 수 없습니다.
MSI_STYLING_SHOP_ACCESSORYWND	액세서리
MSI_STYLING_SHOP_2NDCOSTUMEWND	세컨드코스튬
MSI_STYLING_SHOP_LIKELISTWND	내 스타일 
MSI_STYLING_SHOP_IS_NOT_COLORING_HEAD	염색할 수 없는 헤어스타일입니다.
MSI_STYLING_SHOP_OPENING_COMMENT	화살표를 눌러 마음에 드는 스타일을 선택해 보세요.
MSI_STYLING_SHOP_SUCCESS	새로운 스타일을 확인해 보세요.\n(※ 액세서리 구매 시 RODEX로 발송됩니다.)
MSI_STYLING_SHOP_BASICSTYLE	기본 스타일
MSI_UPGRADESKILLERROR_MORE_BASE_LEVEL	 해당 스킬은 BaseLv %d 이상부터 스킬 포인트 투자가 가능합니다.
MSI_NOT_USING_SPECIALLETTERS_ON_PARTYNAME	해당 특수기호는 이름에 사용하실 수 없습니다.
MSI_SKILL_FAIL_MHP_TOO_FEW	MHP가 너무 낮아, 해당 스킬을 사용할 수 없습니다
MSI_SKILL_FAIL_MSP_TOO_FEW	MSP가 너무 낮아, 해당 스킬을 사용할 수 없습니다
MSI_INVENTORY_ITEM_COMPARE	아이템 비교하기
MSI_INVENTORY_ITEM_DROP_LOCK	아이템 버리기 잠금
MSI_NOT_ADDING_SCREENSHOT	스크린샷 파일이 첨부 되지 않았습니다.
MSI_CONNECT_SNS_WND	Twitter
MSI_RODEX_GENERAL	일반
MSI_RODEX_NOTICE	공지
MSI_RODEX_RETURN	반송
MSI_RODEX_REFRESH	새로고침
MSI_RODEX_DELETE_TIME_MINUTE	%d분
MSI_RODEX_DELETE_TIME_HOUR	%d시간
MSI_RODEX_DELETE_TIME_DAY	%d일
MSI_RODEX_RETURNED	반송됨
MSI_RODEX_DELETE_SELECT_MAIL	선택한 메일을 삭제하시겠습니까?
MSI_MINIMAP_TIP_POS_ON	위치표시
MSI_MINIMAP_TIP_ZOOM_IN	확대
MSI_MINIMAP_TIP_ZOOM_OUT	축소
MSI_MINIMAP_TIP_MAP_VIEW	맵보기
MSI_MINIMAP_TIP_WORLD_VIEW	월드보기
MSI_INVENTORY_NUMBER_OF_ITEM	아이템 소지 종류수
MSI_MINIMAP_BUTTON_ONOFF	/minimap
MSI_MINIMAP_BUTTON_ON	미니맵 버튼을 표시합니다
MSI_MINIMAP_BUTTON_OFF	미니맵 버튼을 표시하지 않습니다
MSI_GUILD_MEMBERLIST_SORT	길드 접속자 정렬
MSI_WRITE_PET_RELATION_SHIP	친밀도 : %s
MSI_PET_RELATION_SHIP_UNKNOWN	확인 전
MSI_PARTYNAME	파티 이름
MSI_PARTYMASTER	파티장
MSI_MACRO_DETECTOR_TIME_OVER	제한 시간 초과. 클라이언트를 종료합니다.
MSI_MACRO_DETECTOR_WRONG_ANSWER	잘못된 입력입니다. 클라이언트를 종료합니다.
MSI_MACRO_DETECTOR_CORRECT_ANSWER	정답 입니다. 보상으로 소정의 버프가 주어집니다.
MSI_MACRO_INPUT_ANSWER	영문 4자, 한글 2자 이상으로 입력해야 합니다.
MSI_MACRO_CHECK_ANSWER	입력한 답이 [%s]가 맞습니까?
MSI_MACRO_SELECT_CAPTCHA	선택된 이미지가 없습니다.
MSI_MACRO_DETECTOR_WRONG_ANSWER_REMAIN_CNT	잘못된 입력입니다. (남은 기회 %d번)
MSI_MACRO_REPORTER	총 %d명의 유저를 신고하시겠습니까?
MSI_MACRO_SEND_MACRO	유저에게 메시지를 보냈습니다.
MSI_MACRO_REGISTER_DATA	불법 프로그램 단속에 필요한 데이터가 미등록 상태입니다.
MSI_MACRO_ALREADY_DETECTING	이미 매크로 감시중인 유저입니다.
MSI_MACRO_COMPLETE_REGISTER_CAPTCHA	매크로가 등록되었습니다..
MSI_MACRO_FAILED_REGISTER_CAPTCHA	이미지 등록에 실패하였습니다.
MSI_MACRO_FAILED_REGISTER_ANSWER	정답 등록에 실패하였습니다.
MSI_MACRO_DETECTOR_NOTICE1	안녕하세요. 불법프로그램 단속중입니다.
MSI_MACRO_DETECTOR_NOTICE2	지정된 시간내에 아래의 문자를 입력해주세요.
MSI_MACRO_DETECTOR_NOTICE3	6회 오류시 운영정책에 의거하여 제재됩니다.
MSI_MACRO_DETECTOR_REMAIN_COUNT	남은 횟수 : %d
MSI_MACRO_REPORTER_SELECT_MODE_CHAR	캐릭터
MSI_MACRO_REPORTER_SELECT_MODE_CELL	범위
MSI_MACRO_REPORTER_TOOLTIP_CHAR	캐릭터 선택은 좌클릭으로 합니다.
MSI_MACRO_REPORTER_TOOLTIP_CELL	범위 선택은 우클릭으로 합니다.
MSI_MACRO_REPORTER_TOOLTIP_RANGE	범위 크기를 지정하기 위해서는 엔터를 입력해주세요
MSI_TAIWANSS_PERSONALINFO_EXPMSG	E X P : %.1f%% ( basic %.1f%% %s %.1f%%)
MSI_TAIWANSS_PERSONALINFO_DROPMSG	DROP  : %.1f%% ( basic %.1f%% %s %.1f%%)
MSI_TAIWANSS_PERSONALINFO_DEATHMSG	DEATH : %.1f%% ( basic %.1f%% %s %.1f%%)
MSI_WRITE_RODEX_DIFFERENT_RECEIVER_NAME	변경된 캐릭명으로 발송했습니다. 변경된 캐릭명 : %s 
MSI_LAPINE_INGREDIENT_TO_COMBINE	합성에 필요한 재료
MSI_LAPINE_FAIL_NOT_ENOUGH_ITEM	조합 재료가 부족해서 조합할 수 없습니다.
MSI_LAPINE_FAIL_NOT_ENOUGH_ITEM_COUNT	해당 재료는 %d개가 필요합니다.
MSI_LAPINE_FAIL_NOT_ENOUGH_REFINING_LEVEL	제련도가 낮아서 조합할 수 없습니다.
MSI_REGISTER_PARTY_TO_BOOKINGSYSTEM	모험가중개소에 등록 하시겠습니까?
MSI_INPUT_FREE_MESSAGE	자유롭게 코멘트를 남겨보세요.
MSI_CAPTCHA_INPUT_ANSWER	그림에 보이는 문자를 입력해주세요.
MSI_CAPTCHA_REMAIN_TIME	%d초 남았습니다
MSI_GOOGLE_OTP_INPUT_CODE	OTP 인증번호 6자리를 입력해 주세요
MSI_GOOGLE_OTP_AUTH_CODE	인증번호
MSI_GOOGLE_OTP_MSG	6자리의 숫자가 아닙니다. 다시 확인해 주세요
MSI_RODEX_DELETED_MAIL	이미 삭제된 메일입니다.
MSI_SELECT_AREA_BY_PRIVATE_AIRPLANE	개인 비공정으로 이동할 지역을 선택해주세요.
MSI_THAI_PERSONALINFO_EXP	E X P : %d%% ( basic 100.0%% %s %d%%)
MSI_THAI_PERSONALINFO_DROP	DROP  : %d%% ( basic 100.0%% %s %d%%)
MSI_THAI_PERSONALINFO_DEATH	DEATH : %d%% ( basic 100.0%% %s %d%%)
MSI_FLOATING_PRIVATE_AIRPLANE	목적지로 이동중입니다.
MSI_NOT_FOUND_USER_AI	[%s] 파일이 존재하지 않아 default AI 로 동작합니다
MSI_BASIC_EXP_MSG_BRZ2	 %.1f%% ( Basic 100.0%% + Premium %.1f%% + %s %.1f%%)
MSI_ASSISTANT_VENDING_POS	이 자리에 노점을 세우시겠습니까?
MSI_DORAM_CANT_EQUIT_THIS	도람족은 해당 의상을 입을 수 없습니다.
MSI_SEND_PURCHASES_BY_RODEX	판매 노점에서 거래한 아이템이 로덱스로 배송되었습니다.
MSI_BUTTON_PAY_BY_ZENY	30,000 z
MSI_BUTTON_PAY_BY_CAN	말랑도 특산 통조림 100개
MSI_CANNOT_ACCESS_BY_WEIGHTOVER_80	무게가 80%를 초과하여 진행할 수 없습니다.
MSI_SEND_REST_ITEMS_BY_RODEX	판매되지 못한 상품이 로덱스로 배송되었습니다.
MSI_BUTTON_EQUIP_PREVIEW	장착 모습
MSI_CHANGE_GUILD_MASTER	길드마스터 위임
MSI_CONFIRM_CHANGING_GUILD_MASTER	정말로 %s님께 길드마스터를 위임하시겠습니까? 위임 후 당신의 지위는 %s님과 지위가 바뀌게 됩니다.
MSI_WITHDRAWAL	철회
MSI_SHOP_WITHDRAWAL	노점을 철수하시겠습니까?
MSI_REMAIN_TIME	%02d일 %02d시간 %02d분 %02d초
MSI_LIMIT_USER	접속불가
MSI_LIMIT_USER_MSG	접속가능인원을 초과하여 접속이 불가능 합니다.
MSI_SELECT_SHOP_POSITION	노점을 설치할 위치를 선택해주세요.
MSI_CHANGE_PETNAME	펫 이름을 ^0000ff^0000ff %s^000000^000000 로 수정합니다. 계속 하시겠습니까?
MSI_STORE_ASSISTANT_TRADE_DATE	거래 일시 : 
MSI_STORE_ASSISTANT_TRADE_ITEM	거래 아이템 : 
MSI_STORE_ASSISTANT_TRADE_CNT	거래 수량 : 
MSI_STORE_ASSISTANT_TRADE_PRICE	거래 단가 : 
MSI_STORE_ASSISTANT_TRADE_PAYMENT	거래 금액 : 
MSI_STORE_ASSISTANT_TRADE_TITLE1	노점 판매 아이템
MSI_STORE_ASSISTANT_TRADE_TITLE2	노점 구매 아이템
MSI_STORE_ASSISTANT_TRADE_TITLE3	판매 노점 아르바이트 종료
MSI_STORE_ASSISTANT_TRADE_TITLE4	구매 노점 아르바이트 종료
MSI_STORE_ASSISTANT_TRADE_REST_ZENY	남은 금액:
MSI_STORE_ASSISTANT_TRADE_REST_ITEM	아이템 리스트:
MSI_STORE_ASSISTANT_EMPLOYMENT	노점 아르바이트생
MSI_STORE_ASSISTANT_RETURN_ITEM	반환 아이템:
MSI_STORE_ASSISTANT_RETURN_CNT	반환 수량:
MSI_STORE_ASSISTANT_REUTRN_DATE	반환 일시:
MSI_STORE_ASSISTANT_SEND_SELLS_BY_RODEX	구매 노점에서 거래한 금액이 로덱스로 배송되었습니다
MSI_CANNOT_USE_NAME	사용할 수 없는 이름입니다.
MSI_STYLING_SHOP_ARRIVE_GOODS	상품이 도착했습니다.
MSI_STYLING_SHOP_THANK_YOU	구입해주셔서 감사합니다.
MSI_CANNOT_SELL_IN_PRIVATE_TAB	NPC에게 아이템을 판매하지 않습니다.
MSI_LOCK_SELL_IN_PRIVATE_TAB	아이템 판매 잠금
MSI_NOTFOUND_CALLPOSITION	근처에서 소환가능 위치를 찾을수 없습니다.
MSI_CONNECT_SNS_WHOLE_SCREEN_SHOT	전체 화면 캡쳐
MSI_CONNECT_SNS_PART_SCREEN_SHOT	부분 화면 캡쳐
MSI_CONNECT_SNS_SEND	보내기
MSI_BABY_INDEPENDENCE_RODEX_SENDER	가족 분과 담당자
MSI_BABY_INDEPENDENCE_RODEX_TITLE	가족 사항 변동 안내
MSI_BABY_INDEPENDENCE_RODEX_CONTENTS	안녕하십니까.\r\n\r\n금일 \"%s\"님과 \"%s\"님의 자녀인 \"%s\"님이 독립하여 단독 세대를 구성하였습니다.\r\n\r\n이에 서면으로 안내를 드립니다.\r\n\r\n가족 관계 확인을 원하시는 분은 프론테라 동사무소의 담당 직원에게 문의하시기 바랍니다.\r\n\r\n감사합니다.
MSI_EQUIPMENT	장착
MSI_CONNECT_SNS_DO_NOT_EXIST_IMAGE	이미지 없음
MSI_BLOCK_CALL	[%s]은(는) 현재 호출을 차단한 상태입니다.
MSI_IMPOSSIBLE_CHANGE_GUILD_MASTER_IN_SIEGE_TIME	현재 공성전이 진행중이므로, 길드마스터를 위임 할 수 없습니다.
MSI_IMPOSSIBLE_CHANGE_GUILD_MASTER_NOT_TIME	현재 길드장 위임을 받은지 만 하루가 지나지 않아, 길드장을 위임할 수 없습니다.
MSI_SUGGEST_BABY3	아이가 되면 전승을 할 수 없고 스텟의 제한이 있으며 HP와 SP가 줄어듭니다.\n그래도 괜찮습니까?
MSI_REFINING	제련
MSI_USING_BLACKSMITH_BLESSING	대장장이의 축복을 사용중입니다.
MSI_NOTENOUGH_ZENY	제니가 부족합니다.
MSI_NOTENOUGH_BLACKSMITH_BLESSING	대장장이의 축복 개수가 부족합니다.
MSI_CANNOT_REFINE_ITEM	해당 장비는 제련이 불가능합니다.
MSI_REFINING_SUCCESS	제련 성공
MSI_REFINING_FAIL	제련 실패
MSI_RETURN	돌아가기
MSI_SUCCESS	성공
MSI_RESET	원래대로
MSI_MANUFACTURED_MARRIAGERING_ITEM	씨와의 
MSI_CHANGE_HOMUN_NAME	호문클루스의 이름을 ^0000ff^0000ff %s^000000^000000 로 수정합니다. 계속 하시겠습니까?
MSI_BLOCK_CALL_PERMIT	호출이 허용된 상태입니다. (호출 기능 ON)
MSI_BLOCK_CALL_REJECT	호출이 차단된 상태입니다. (호출 기능 OFF)
MSI_BLOCK_CALL_NOTIFY	호출 메시지 표시
MSI_RESULT_FAIL_ASSISTANT	해당 캐릭터가 현재 노점 아이템을 사용 중이므로 삭제할 수 없습니다.
MSI_USESKILL_FAIL_EXIST_STORE_ASSISTANT	이미 동일한 노점 NPC가 설치 중입니다.
MSI_RESULT_FAILED_ASSISTANT_POS	노점을 설치할 수 없는 위치입니다.
MSI_RESULT_FAILED_ASSISTANT_POS_CHARACTER	다른 캐릭터가 있는 위치에는 노점을 설치할 수 없습니다.
MSI_FAILED_PET_AUTO_FEEDING_CLOSE_RODEX	펫 먹이주기가 실패했습니다. 로덱스 작성창을 닫아주세요.
MSI_SWAP_EQUIPITEM_EQUIPMENTSET	장비 세트 설정
MSI_SWAP_EQUIPITEM_EQUIP	장착 하기
MSI_REFINING_FAIL_ITEM_DISAPPEAR	제련 실패시 장비가 사라집니다.
MSI_REFINING_FAIL_ITEM_DOWMGRADE	제련 실패시 장비의 제련도가 내려갑니다.
MSI_REFINING_FAIL_ITEM_DISAPPEAR_OR_ITEM_DOWNGRADE	제련 실패시 장비의 제련도가 내려가거나 사라질 수 있습니다.
MSI_CLOSE_RODEX_FOR_REFINING	제련 중에는 로덱스를 사용할 수 없습니다. 로덱스를 강제 종료하였습니다.
MSI_CANNOT_OPEN_RODEX_DURING_REFINING	제련 중에는 로덱스를 사용할 수 없습니다.
MSI_REFINING_FAIL_CLOSE_UI	제련을 진행하려면 다른 창을 닫아주세요.
MSI_AURA_EFFECT_ON	오오라가 정상적으로 표시됩니다 [오오라 ON]
MSI_AURA_EFFECT_OFF	오오라가 표시되지 않습니다 [오오라 OFF]
MSI_ALREADY_AURA_EFFECT_OFF	오오라가 Off 상태입니다. Off 를 해제하고 시도해 주세요
MSI_USESKILL_FAIL_NEED_MORE_BULLET_CNT	스킬 발동시 최소 %d개의 탄알이 필요합니다.
MSI_SWAP_EQUIPITEM_DO_SWAP	장비 세트를 변경하시겠습니까?
MSI_SWAP_EQUIPITEM_FAIL_DEAD	죽은 상태에서는 할 수 없습니다
MSI_SWAP_EQUIPITEM_FAIL_CASTING	캐스팅 도중에는 할 수 없습니다
MSI_SWAP_EQUIPITEM_FAIL_DEAL	거래 도중에는 할 수 없습니다
MSI_SWAP_EQUIPITEM_FAIL_MERCHANTSHOP	노점 개설 도중에는 할 수 없습니다
MSI_SWAP_EQUIPITEM_FAIL_USE_NPC	NPC 이용중에는 할 수 없습니다
MSI_SWAP_EQUIPITEM_FAIL_CHAT	채팅방 이용중에는 할 수 없습니다
MSI_MDUNGEON_CREATE_FAIL_PARTY_ONLINE	파티원 전원이 접속 상태가 아닙니다.
MSI_USESKILL_FAIL_NEED_MORE_ARROW_CNT	스킬 발동시 최소 %d개의 화살이 필요합니다.
MSI_SORT_ITEM	아이템 정렬
MSI_SWAP_EQUIPITEM_CLOSE_WND	아이템을 버리려면 장비 설정 창을 닫아주세요.
MSI_SWAP_EQUIPITEM_FAIL_NO_ITEM	교체 할 수 있는 아이템이 없습니다.
MSI_BABY_INDEPENDENCE_RODEX_ERASED	삭제된 캐릭터
MSI_TIME_TYPE4	%Y.%m.%d
MSI_LAST_LOGIN	접속일: %s
MSI_CLOSE_BANKING_FOR_REFINING	제련 중에는 은행을 사용할 수 없습니다. 은행을 강제 종료하였습니다.
MSI_CANNOT_OPEN_BANKING_DURING_REFINING	제련 중에는 은행을 사용할 수 없습니다.
MSI_SWAP_EQUIPITEM_UNREGISTER_FIRST	장비 세트 설정 중인 아이템입니다.
MSI_NEWMAKECHAR_HUMAN	인간
MSI_NEWMAKECHAR_HUMANJOB	검사, 법사, 상인, 복사, 도둑, 궁수
MSI_NEWMAKECHAR_DORAM	도람
MSI_NEWMAKECHAR_DORAMJOB	소환사
