﻿MSI_DO_YOU_AGREE	你同意?
MSI_FAIL_DUPLICATE_HEAT_BARREL_GS_MADNESSCANCEL_P_ALTER	[히트배럴],[매드니스 캔슬러] 和 [플래티넘 알터] 的效果不能重叠使用.
MSI_USESKILL_FAIL_MAP	该技能无法在当前地图上使用.
MSI_GUILD_STORAGE_WARNING	如果您使用的是公会仓库,仓库中的所有物品都会消失.
MSI_AMERICA_CASHSHOP_URL_GAMESAMBA	http://ragnarok.gamesamba.com/paytest.html
MSI_SECOND_PASSWORD_INFO_4	请输入您的密码进行登录.
MSI_PET_EVOLUTION	宠物进化
MSI_PET_EVOLUTION_WITH_PET_NAME	进化 - %s
MSI_PET_EVOLUTION_NEED_ITEM	进化需要以下材料:
MSI_DO_YOU_WANT_TO_EVOLVE_PET	你想进化吗?
MSI_PET_EVOLUTION_FAIL_UNKNOWN	未知错误
MSI_PET_EVOLUTION_FAIL_NOTEXIST_CALLPET	我没有召唤宠物.
MSI_PET_EVOLUTION_FAIL_NOT_PETEGG	你要求的不是宠物蛋.
MSI_PET_EVOLUTION_FAIL_RECIPE	我们的进化材料即将耗尽.
MSI_PET_EVOLUTION_FAIL_MATERIAL	进化所需的材料缺乏.
MSI_PET_EVOLUTION_FAIL_RG_FAMILIAR	只有当亲密程度达到亲密朋友时,进化才有可能.
MSI_PET_AUTO_FEEDING	自动宠物喂食
MSI_PET_AUTO_FEEDING_REST	我喂了宠物. \'%s\' 剩余数量 %d
MSI_PET_AUTO_FEEDING_ON	开启宠物自动喂食
MSI_PET_AUTO_FEEDING_OFF	激活宠物自动喂食关闭
MSI_REFRESH	更新
MSI_TIME_LINE_MINUTE	%d 分钟前
MSI_TIME_LINE_HOUR	%d 小时前
MSI_TIME_LINE_DAY	%d 天前
MSI_BASIC_EXP_MSG_PH	%d%% ( Premium %d%% + %s Server )
MSI_SEND_MAIL	邮寄
MSI_MAIL_SENT	您的电子邮件已发送.
MSI_GET_ITEMS_FROM_MAIL_SUCCEED	该商品已移至库存.
MSI_GET_ITEMS_FROM_MAIL_FAILED	接收物品失败.
MSI_GET_ITEMS_FROM_MAIL_OVERWEIGHT	请清空您的库存
MSI_GET_ZENY_FROM_MAIL_SUCCEED	成功领取Zeny
MSI_GET_ZENY_FROM_MAIL_FAILED	领取Zeny失败
MSI_GET_ZENY_FROM_MAIL_OVERAMOUNT	超过Zeny上限,无法领取
MSI_SET_ITEMS_TO_MAIL_SUCCEED	项目附加成功
MSI_INVALID_MAIL_RECIEVER_INFO	必须包含收件人姓名.
MSI_INVALID_MAIL_TITLE_INFO	韩语标题长度必须为 2 至 25 个字符,英语标题长度必须为 4 至 50 个字符.
MSI_FAILED_SEND_MAIL	邮件传输失败.
MSI_FAILED_SEND_MAIL_ITEM	由于项目不合适,传输失败.
MSI_FAIELD_SEND_MAIL_TO	收件人信息不存在.
MSI_EA6	%s [%d옵션]
MSI_PARTY_BOOKING_ERR5R2	请输入 1 到 %d 之间的数字作为级别.
MSI_ITEM_WND_OVERFULL	请在小窗户内预留一些空间.
MSI_FAILED_MAIL_LIMIT_CNT	已超出发送邮件的次数.
MSI_FAILED_TO_WRITE_MAIL	我无法打开我的邮件.
MSI_JOINED_IN_CLAN	You are currently joined in CLan !!
MSI_GOLDPCCAFE_MILEAGE	黄金机房里程信息
MSI_PET_EVOLUTION_FAIL_PET_ACC_OFF	您必须解锁宠物配件才能进化它.
MSI_TIME_LINE_MINUTE2	%d 分钟后
MSI_TIME_LINE_HOUR2	%d 小时后
MSI_TIME_LINE_DAY2	%d 天后
MSI_INVALID_CCODE_INFO	单击"确定"按钮检查 C-CODE.
MSI_FAILED_DELETE_MAIL	您可以在获得附加物品后将其删除.
MSI_FAILED_SEND_MAIL_ZENY	您发送的 Zeny 数量不能超过您当前的数量.
MSI_SEND_MAIL_COMMISSION	费用:%s Zeny
MSI_FAILE_MAIL_RECIEVER_INFO	收件人姓名不存在.
MSI_TAIWAN_PERSONALINFO_EXPMSG	E X P : %.1f%% ( basic %.1f%% premium %.1f%% + %s %.1f%%)
MSI_TAIWAN_PERSONALINFO_DROPMSG	DROP  : %.1f%% ( basic %.1f%% premium %.1f%% + %s %.1f%%)
MSI_TAIWAN_PERSONALINFO_DEATHMSG	DEATH : %.1f%% ( basic %.1f%% premium %.1f%% + %s %.1f%%)
MSI_MILEAGE_HELP	黄金电脑室里程最多可累积 %d 点.
MSI_RESTRAINT_OF_TRADE_1	此功能在此服务器上不可用.
MSI_RESTRAINT_OF_TRADE_2	该服务器无法使用.
MSI_RESTRAINT_OF_TRADE_3	该服务器不能使用拍卖.
MSI_RESTRAINT_OF_TRADE_4	这是一个无法进行交易的服务器.
MSI_RESTRAINT_OF_TRADE_5	这是一个不可能丢弃物品的服务器.
MSI_RESTRAINT_OF_TRADE_6	商店销售功能不可用.
MSI_USESKILL_FAIL_SUMMON_SP_INSUFFICIENT	召唤物的SP不足.
MSI_SEND_MAIL_WEIGHT	%s/%s
MSI_INVALID_MAIL_CONTENTS_INFO	电子邮件内容的最大长度为 1K 或更少.
MSI_SET_ITEMS_TO_MAIL_FAILED	项目附件失败
MSI_SET_ITEMS_TO_MAIL_OVER_WEIGHT	已超出可附加到电子邮件的项目重量.
MSI_DYNAMICNPC_FAIL_DUPLICATENAME	已经投入使用.请稍后重试.
MSI_FAILED_OPEN_ROULLETTE	无法打开幸运轮盘窗口.
MSI_FAILED_CLOSE_ROULLETTE	幸运轮盘窗口无法关闭.
MSI_FAILED_GENERATE_ROULLETTE	我无法启动幸运轮盘.
MSI_NOT_ENOUGH_ROULLETTE_POINT	您需要积分才能开始玩幸运轮盘.
MSI_FAILED_RECV_ITEM	您无法收到获奖物品.
MSI_FAILED_RECV_ITEM_OVERCOUNT	您的库存中的物品太多.
MSI_FAILED_RECV_ITEM_OVERWEIGHT	重量超标.请在小窗户内预留一些空间.
MSI_MERCHANTSHOP_MAKING_FAIL	开摊失败.
MSI_FAILED_CLOSE_ROULLETTEWND	轮盘赌正在旋转.请检查您的奖品并重试.
MSI_ROULLETTE_WND	幸运轮盘赌
MSI_SOUNDEFFECT_ITEMSELLWND	商品售出时有声音通知
MSI_FAILED_SEND_MAIL_ITEMS	请检查费用.
MSI_CHECK_USER_NAME	检查用户名
MSI_DELETE_DUE_DATE	待删除
MSI_ACHIEVEMENT_SYSTEM	成就任务
MSI_ACHIEVEMENT_TOTAL_SCORE	取得的总成绩
MSI_ACHIEVEMENT_GRADE	成就等级
MSI_ACHIEVEMENT_SCORE_REQUIRED_TO_REWARD	[%5d] 点直到下一个成就级别
MSI_ACHIEVEMENT_SUMMARY_TITLE	进步
MSI_ACHIEVEMENT_RECENT_ACHIEVEMENT	近期成果
MSI_CASH_GEDARE1	仙貝 품목
MSI_CASH_GEDARE2	仙貝 : %d / %d 
MSI_CASH_GEDARE_FAIL_MONEY	仙貝가 부족합니다.
MSI_CASH_GEDARE_MONEY	%s 
MSI_ACHIEVEMENT_TAB_SUMMARY	大纲
MSI_ACHIEVEMENT_TAB_GENERAL	常见的
MSI_ACHIEVEMENT_TAB_GENERAL_CHARACTER	特点
MSI_ACHIEVEMENT_TAB_GENERAL_ACTION	行动
MSI_ACHIEVEMENT_TAB_GENERAL_REST	ETC
MSI_ACHIEVEMENT_TAB_ADVENTURE	冒险
MSI_ACHIEVEMENT_TAB_ADVENTURE_RUNEMIDGARTS	符文米德·加尔兹
MSI_ACHIEVEMENT_TAB_ADVENTURE_SCHWARZWALD	黑森林
MSI_ACHIEVEMENT_TAB_ADVENTURE_ARUNAFELTZ	阿鲁纳·佩尔茨
MSI_ACHIEVEMENT_TAB_ADVENTURE_ANOTHERWORLD	异世界
MSI_ACHIEVEMENT_TAB_ADVENTURE_LOCALIZING	本地化
MSI_ACHIEVEMENT_TAB_ADVENTURE_DUNGEON	地牢
MSI_ACHIEVEMENT_TAB_BATTLE	战斗
MSI_ACHIEVEMENT_TAB_BATTLE_PVP	决斗
MSI_ACHIEVEMENT_TAB_BATTLE_TRAINING	训练
MSI_ACHIEVEMENT_TAB_QUEST	寻求
MSI_ACHIEVEMENT_TAB_QUEST_EPISODE	插曲
MSI_ACHIEVEMENT_TAB_QUEST_GENERAL	常见的
MSI_ACHIEVEMENT_TAB_MEMORIAL	纪念馆
MSI_ACHIEVEMENT_TAB_MEMORIAL_MIDGARD	米德加德
MSI_ACHIEVEMENT_TAB_MEMORIAL_ANOTHERWORLD	异世界
MSI_ACHIEVEMENT_TAB_MEMORIAL_REST	ETC
MSI_ACHIEVEMENT_TAB_ACHIEVEMENT	壮举
MSI_ACHIEVEMENT_TAB_TOTAL	完成的任务
MSI_FAIL_ADD_ACHIEVEMENT_TRACING	无法添加更多内容.
MSI_NOTICE_COMPLETE_ACHIEVEMENT	< %s > 已实现.
MSI_OTPUSER_ONLY	only otp user login allow
MSI_GET_ROULLETE_PRIZE	当您按下此按钮时,您将获得指定的奖品,并且轮盘赌将被重置.
MSI_NOTICE_NEXT_ROULLETE_STAGE	当您按下此按钮时,轮盘赌从闪烁的箭头线开始.
MSI_TITLE_EQUIPMENT	风格
MSI_TAKEOFF_TITLE	标题已删除
MSI_GUILD_MAKE_GUILD_NOT_PERMITTED_MAP	这是一个无法创建公会的区域.
MSI_GUILD_DISORGANIZE_GUILD_NOT_PERMITTED_MAP	这是一个公会无法解散的区域.
MSI_GUILD_JOIN_GUILD_NOT_PERMITTED_MAP	这是一个你不能加入公会的区域.
MSI_GUILD_LEAVE_GUILD_NOT_PERMITTED_MAP	这是一个你不能离开公会的区域.
MSI_GUILD_EXPEL_GUILD_NOT_PERMITTED_MAP	这是一个你不能驱逐公会成员的区域.
MSI_GUILD_POSITION_CHANGE_NOT_PERMITTED_MAP	这是一个你无法改变公会位置的区域.
MSI_NOT_ENOUGH_SPACE_IN_ITEM_BODY	请至少留出 5 个项目为空.
MSI_JPN_PERSONALINFO_EXPMSG	E X P : %.1f%% ( basic 100.0%% pccafe %.1f%% + %s %.1f%%)
MSI_JPN_PERSONALINFO_DROPMSG	DROP  : %.1f%% ( basic 100.0%% pccafe %.1f%% + %s %.1f%%)
MSI_JPN_PERSONALINFO_DEATHMSG	DEATH : %.1f%% ( basic 100.0%% pccafe %.1f%% + %s %.1f%%)
MSI_SET_ITEMS_TO_MAIL_OVERCOUNT	已超出可附加的项目数.
MSI_SOUNDEFFECT_ITEMBUYWND	购买商品时有声音通知
MSI_SET_UNMOVEABLE_ITEM	无法附加此项目.
MSI_RESULT_ALREADY_LOSING_IDX	由于您赢得了头奖,因此您无法旋转下一个更高级别的轮盘赌.
MSI_RODEX_FOWARD	写回复
MSI_RODEX_READ	阅读内容
MSI_RODEX_DELETE	删除邮件
MSI_TAIWAN_CASH_MSG_1	仙貝 : %d
MSI_TAIWAN_CASH_MSG_2	%s %s 仙貝
MSI_TAIWAN_CASH_MSG_3	仙貝
MSI_TAIWAN_CASH_MSG_4	Total : %d 仙貝
MSI_TAIWAN_CASH_MSG_5	%d -> %s 仙貝
MSI_TAIWAN_CASH_MSG_6	%s 仙貝
MSI_TAIWAN_CASH_MSG_7	                                          Current 仙貝 : %s
MSI_TAIWAN_CASH_MSG_8	    %s  :  %s  仙貝
MSI_TAIWAN_CASH_MSG_9	%10s 仙貝
MSI_TAIWAN_CASH_MSG_10	Total : %s 仙貝
MSI_TAIWAN_CASH_MSG_11	*수수료 3% / 최소 1仙貝의 수수료 차감 
MSI_TAIWAN_CASH_ITEM_BAY_MAG2	仙貝 입니다.
MSI_TAIWAN_CASH_WARNING_PRICE6	^0000ff仙貝 이상^000000입니다.\n입력금액이 맞습니까?
MSI_TAIWAN_CASH_WARNING_PRICE7	10억仙貝이상 안전 확인
MSI_TAIWAN_CASH_OVERPRICE_MAX	10억 仙貝 이상 입력하셔도 가격은 10억 仙貝로 판매됩니다.
MSI_TAIWAN_CASH_OVERPRICE9999	9,999仙貝 이상 입력하셔도 가격은 9,999仙貝로 판매됩니다.
MSI_TAIWAN_CASH_YOU_HAVE_FREE_ITEM_ON_SHOP	가격이 0 仙貝인 아이템이 존재 합니다. 상점을 열수 없습니다!
MSI_TAIWAN_CASH_MCSTORE_FAIL_SELLER_MONEY_GIVE	상대 캐릭터가 최대 보유 仙貝량을 초과하여 거래가 불가능 합니다.
MSI_TAIWAN_CASH_BUYINGSTORE_MAKEWND_REINPUTPRICE	%s 아이템의 가격을 10억仙貝 이하로 입력해 주세요.
MSI_TAIWAN_CASH_BUYINGSTORE_MAKEWND_ITEMLIST	%s  :  %s  仙貝 => %s EA
MSI_TAIWAN_CASH_BUYINGSTORE_MYSHOPWND_LIMITZENY	제한 금액 : %s 仙貝
MSI_TAIWAN_CASH_BUYINGSTORE_MYSHOPWND_ITEMINFO	%s %s 仙貝 %d 개
MSI_TAIWAN_CASH_BUYINGSTORE_TRADE_SELLCOMPLETE	%s %d개를 %d 仙貝에 판매 하였습니다. 수수료는 3%% 입니다.
MSI_RODEX_WND	RODEX
MSI_RODEX_SEND_WND	SEND
MSI_RODEX_RECEIVE_WND	RECEIVE
MSI_RODEX_CHOOSEWND_FAILED	请关闭电子邮件撰写窗口.
MSI_ACCESS_DENIED_BY_AUTHSERVER_CONNECTION	服务器访问被拒绝 (A)
MSI_ACCESS_DENIED_BY_BILLSERVER_CONNECTION	服务器访问被拒绝 (B)
MSI_UNEQUIP_ARROW2	您必须解除装备的箭头/탄환.
MSI_FAILED_MAIL_CAUSE_TO_USE_ITEM	库存中的物品将被消耗,Rodex 写入窗口将关闭.
MSI_FAILIED_ONECLICK_ITEMIDENTIFY_NO_MAGNIFIER	您没有随身携带放大镜.
MSI_FAILED_UNLOCK_ITEM_DROP_IN_COMPOSE_WND	要丢弃项目,请关闭电子邮件编写窗口.
MSI_FAILED_FRIEND_ADD__ALREADY_REQUEST	对方正在请求加好友
MSI_UISCRIPT_ERROR_GUIDE	SCRIPT ERROR AID
MSI_UISCRIPT_ERROR_GUIDE_MSG	\n错误文件:%sPH_2__错误行:%d行\n错误内容:\n*上一行:%s \n*错误行:%s \n*下一行:\n %s
MSI_TAIWAN_CASH_BUY_RECONFIRM	 ^ff0000해당 아이템을 구매 하시겠습니까? %d포인트 및 %d 仙貝가 차감 됩니다.
MSI_MINIMAP_MSG_01	关闭
MSI_MINIMAP_MSG_02	寻求
MSI_MINIMAP_MSG_03	查看任务图标
MSI_MINIMAP_MSG_04	便利设施
MSI_MINIMAP_MSG_05	查看便利设施图标
MSI_MINIMAP_MSG_06	公会成员/파티원
MSI_MINIMAP_MSG_07	查看公会成员 /파티원
MSI_MINIMAP_MSG_08	记录
MSI_MINIMAP_MSG_09	首领怪物
MSI_MINIMAP_MSG_10	我
MSI_MINIMAP_MSG_11	您确定要删除它吗?
MSI_MINIMAP_MSG_12	任务NPC
MSI_MINIMAP_MSG_13	写下您想要注意的事项
MSI_MINIMAP_MSG_14	节省
MSI_MINIMAP_MSG_15	做笔记
MSI_EA7	%s [%d옵션] %d
MSI_EA8	%s [%d옵션] %s 泽尼
MSI_EA9	%s [%d옵션] %d %s %d -> %s %s
MSI_EA10	%s [%d옵션] %d %s %s %s
MSI_EA11	%s [%d옵션] %d -> %s %s
MSI_EA12	%s [%d옵션] %s %s
MSI_TAIWAN_CASH_LEMITEMIN	최소 거래 단위 100 仙貝 이상으로 설정 하셔야 합니다.
MSI_DRESSROOM_HEARCOLOR	头发颜色
MSI_DRESSROOM_HEARSTYLE	发型
MSI_DRESSROOM_BODYCOLOR	衣服颜色
MSI_DRESSROOM_BODYSTYLE	衣服形状
MSI_MINIMAP_MSG_16	不支持此地图.
MSI_BANK_MAX_MONEY	请输入 2,147,483,647 Zeny 或更少.
MSI_BANK_MIN_MONEY	请输入至少 1 Zeny.
MSI_BANK_0_MONEY	我没有任何 Zeny.
MSI_BANK_1	Zeny仓库
MSI_BANK_2	仓库持有量
MSI_BANK_3	手头现金
MSI_BANK_4	订金
MSI_BANK_5	提款
MSI_BANK_6	1 z UP
MSI_BANK_7	1 z Down
MSI_BANK_MAX	Max
MSI_BANK_NOMSG	没有输入值
MSI_BANK_0_MINI	持有 Zeny 部落
MSI_BANK_1_MINI	需要输入
MSI_BANK_2_MINI	无法输入字符
MSI_BANK_3_MINI	超出最大输入
MSI_BANK_4_MINI	低于最小输入
MSI_BANK_5_MINI	持有 Zeny 部落
MSI_BANK_6_MINI	银行余额不足
MSI_BANK_7_MINI	超过 Zeny 持有量上限
MSI_ITEMMOVEINFO_DROP	降低
MSI_ITEMMOVEINFO_STORE	仓库X
MSI_ITEMMOVEINFO_CART	大车
MSI_ITEMMOVEINFO_MAIL	邮件x
MSI_ITEMMOVEINFO_EXCHANGEWND	兑换窗口
MSI_ITEMMOVEINFO_AUCTION	拍卖行
MSI_ITEMMOVEINFO_STOREOFGUILD	公会仓库
MSI_ITEMMOVEINFO_TONPC	卖给NPC
MSI_ITEMMOVEINFO_BTN	该物品有移动限制.
MSI_CREATE_CHARACTER	请创建一个角色!
MSI_UNEQUIP_ARROW3	装备的射弹物品必须解除武装.
MSI_REFUSE_MDENGEON_IS_FULL	由于纪念地牢过于拥挤,您无法进入.
MSI_ERROR_MDENGEON_IS_FULL	由于过度拥挤,纪念地牢被拒绝进入.
MSI_INFORMATION_USA	%.1f%% ( %s Server: %.1f%% + Premium:%.1f%% )
MSI_INFORMATION_USA_DEATH	%.1f%% ( %s Server: %.1f%% + Premium:%.1f%% )
MSI_PERVENT_DUPLICATEUSE_ITEM	由于存在重复项目,因此无法使用.
MSI_PERVENT_DUPLICATEUSE_EFSTITEM	无法使用,因为有重复的效果.
MSI_QUAKE_EFFECT_ON	屏幕抖动效果开启
MSI_QUAKE_EFFECT_OFF	屏幕抖动效果关闭
MSI_GAMEHACK_DETECT2	发现非法程序
MSI_SEND_RODEX	发送邮件
MSI_USA_PERSONALINFO_EXP	E X P : %.1f%% ( basic 100.0%% VIP Bonus %.1f%% + %s %.1f%%)
MSI_USA_PERSONALINFO_DROP	DROP  : %.1f%% ( basic 100.0%% VIP Bonus %.1f%% + %s %.1f%%)
MSI_USA_PERSONALINFO_DEATH	DEATH : %.1f%% ( basic 100.0%% VIP Bonus %.1f%% + %s %.1f%%)
MSI_NOT_USING_TAG_TO_NAME	该内容不能用作名称.
MSI_STYLING_SHOP	造型店
MSI_STYLING_SHOP_NEED_COUPON	没有优惠券.请在商城购买商品.
MSI_STYLING_SHOP_OPEN_COUPON	打开库存中的物品优惠券盒.
MSI_STYLING_SHOP_DELETE_CHAR	您确定要删除该样式信息吗?
MSI_STYLING_SHOP_FAIL_TO_ADD_CHAR_TO_LIKE	插槽已满.请从我的风格中删除角色后使用.
MSI_STYLING_SHOP_ADJUST_NEW_CHAR_STYLE	您愿意付费并应用当前款式吗?\n(* 费用不予退还.)
MSI_STYLING_SHOP_REGISTER_BOOKMARK	当前样式已保存.
MSI_STYLING_SHOP_SUGGEST_TO_GO_TO_BANK	持有 Zeny 空头.银行里有很多 Zeny.
MSI_ASK_MOVE_BY_PRIVATE_AIRPLANE	前往 .
MSI_PRIVATE_AIRPLANE_FAIL_LOCALIZING	没有经过该国领空的许可.
MSI_PRIVATE_AIRPLANE_FAIL_OTHERWORLD	由于法力导致大气层持续不稳定,飞艇无法运行.
MSI_PRIVATE_AIRPLANE	个人飞艇
MSI_PRIVATE_AIRPLANE_FAIL_UNKNOWN	请稍后重试.
MSI_PRIVATE_AIRPLANE_FAIL_PAYMENT_ZENY	我们没有足够的Zeny用于个人非合理使用.
MSI_PRIVATE_AIRPLANE_FAIL_PAYMENT_ITEM	个人飞艇使用所需的物品不足.
MSI_PRIVATE_AIRPLANE_FAIL_LEVEL	你还没有达到可以使用私人飞艇的等级.
MSI_PRIVATE_AIRPLANE_FAIL_MAP	个人飞艇无法移动到所选地点.
MSI_RESULT_FAIL_USING_MAP	该分行不提供个人费用.
MSI_STYLING_SHOP_ACCESSORYWND	配件
MSI_STYLING_SHOP_2NDCOSTUMEWND	第二套服装
MSI_STYLING_SHOP_LIKELISTWND	我的风格
MSI_STYLING_SHOP_IS_NOT_COLORING_HEAD	这种发型不能染.
MSI_STYLING_SHOP_OPENING_COMMENT	单击箭头选择您喜欢的样式.
MSI_STYLING_SHOP_SUCCESS	查看新款式.\n(* 购买配件时,将发送至RODEX.)
MSI_STYLING_SHOP_BASICSTYLE	默认样式
MSI_UPGRADESKILLERROR_MORE_BASE_LEVEL	技能点可以从 BaseLv %d 或更高级别投资到该技能.
MSI_NOT_USING_SPECIALLETTERS_ON_PARTYNAME	这些特殊符号不能在名称中使用.
MSI_SKILL_FAIL_MHP_TOO_FEW	MHP太低,技能无法使用
MSI_SKILL_FAIL_MSP_TOO_FEW	MSP太低,技能无法使用
MSI_INVENTORY_ITEM_COMPARE	比较项目
MSI_INVENTORY_ITEM_DROP_LOCK	物品丢弃锁
MSI_NOT_ADDING_SCREENSHOT	未附加屏幕截图文件.
MSI_CONNECT_SNS_WND	Twitter
MSI_RODEX_GENERAL	常见的
MSI_RODEX_NOTICE	通知
MSI_RODEX_RETURN	返回
MSI_RODEX_REFRESH	刷新
MSI_RODEX_DELETE_TIME_MINUTE	%d 分钟
MSI_RODEX_DELETE_TIME_HOUR	%d小时
MSI_RODEX_DELETE_TIME_DAY	%d 天
MSI_RODEX_RETURNED	退回
MSI_RODEX_DELETE_SELECT_MAIL	您确定要删除所选邮件吗?
MSI_MINIMAP_TIP_POS_ON	位置指示器
MSI_MINIMAP_TIP_ZOOM_IN	放大
MSI_MINIMAP_TIP_ZOOM_OUT	减少
MSI_MINIMAP_TIP_MAP_VIEW	查看地图
MSI_MINIMAP_TIP_WORLD_VIEW	世界观
MSI_INVENTORY_NUMBER_OF_ITEM	拥有物品数量
MSI_MINIMAP_BUTTON_ONOFF	/minimap
MSI_MINIMAP_BUTTON_ON	显示小地图按钮
MSI_MINIMAP_BUTTON_OFF	不显示小地图按钮
MSI_GUILD_MEMBERLIST_SORT	公会配件排序
MSI_WRITE_PET_RELATION_SHIP	亲密程度:%s
MSI_PET_RELATION_SHIP_UNKNOWN	确认前
MSI_PARTYNAME	队伍名称
MSI_PARTYMASTER	队长
MSI_MACRO_DETECTOR_TIME_OVER	超时.关闭客户端.
MSI_MACRO_DETECTOR_WRONG_ANSWER	输入无效.关闭客户端.
MSI_MACRO_DETECTOR_CORRECT_ANSWER	这是正确的答案.将会给予一个小增益作为奖励.
MSI_MACRO_INPUT_ANSWER	您必须输入至少 4 个英文字符和 2 个韩文字符.
MSI_MACRO_CHECK_ANSWER	您输入的答案 [%s] 正确吗?
MSI_MACRO_SELECT_CAPTCHA	没有选择任何图像.
MSI_MACRO_DETECTOR_WRONG_ANSWER_REMAIN_CNT	输入无效. (剩余机会 %d)
MSI_MACRO_REPORTER	您想要报告总共 %d 个用户吗?
MSI_MACRO_SEND_MACRO	一条消息已发送给用户.
MSI_MACRO_REGISTER_DATA	打击非法程序所需的数据没有注册.
MSI_MACRO_ALREADY_DETECTING	该用户已经在监视宏.
MSI_MACRO_COMPLETE_REGISTER_CAPTCHA	宏已注册.
MSI_MACRO_FAILED_REGISTER_CAPTCHA	图像注册失败.
MSI_MACRO_FAILED_REGISTER_ANSWER	无法注册正确答案.
MSI_MACRO_DETECTOR_NOTICE1	你好.我们正在打击非法节目.
MSI_MACRO_DETECTOR_NOTICE2	请在指定时间内输入以下字符.
MSI_MACRO_DETECTOR_NOTICE3	如果出现6个错误,将根据运营政策进行制裁.
MSI_MACRO_DETECTOR_REMAIN_COUNT	剩余数量:%d
MSI_MACRO_REPORTER_SELECT_MODE_CHAR	特点
MSI_MACRO_REPORTER_SELECT_MODE_CELL	范围
MSI_MACRO_REPORTER_TOOLTIP_CHAR	角色选择通过左键单击完成.
MSI_MACRO_REPORTER_TOOLTIP_CELL	通过右键单击选择一个范围.
MSI_MACRO_REPORTER_TOOLTIP_RANGE	按 Enter 键指定范围大小.
MSI_TAIWANSS_PERSONALINFO_EXPMSG	E X P : %.1f%% ( basic %.1f%% %s %.1f%%)
MSI_TAIWANSS_PERSONALINFO_DROPMSG	DROP  : %.1f%% ( basic %.1f%% %s %.1f%%)
MSI_TAIWANSS_PERSONALINFO_DEATHMSG	DEATH : %.1f%% ( basic %.1f%% %s %.1f%%)
MSI_WRITE_RODEX_DIFFERENT_RECEIVER_NAME	它是与更改后的角色名称一起发送的.更改后的角色名称:%s
MSI_LAPINE_INGREDIENT_TO_COMBINE	合成所需材料
MSI_LAPINE_FAIL_NOT_ENOUGH_ITEM	由于组合材料不足,无法组合.
MSI_LAPINE_FAIL_NOT_ENOUGH_ITEM_COUNT	您将需要 %d 该材料.
MSI_LAPINE_FAIL_NOT_ENOUGH_REFINING_LEVEL	由于精炼度低,无法组合.
MSI_REGISTER_PARTY_TO_BOOKINGSYSTEM	您想在冒险家经纪公司注册吗?
MSI_INPUT_FREE_MESSAGE	请随时发表评论.
MSI_CAPTCHA_INPUT_ANSWER	请输入图中所示的字符.
MSI_CAPTCHA_REMAIN_TIME	还剩 %d 秒
MSI_GOOGLE_OTP_INPUT_CODE	请输入6位OTP验证码
MSI_GOOGLE_OTP_AUTH_CODE	认证编号
MSI_GOOGLE_OTP_MSG	这不是一个 6 位数字.请再次检查
MSI_RODEX_DELETED_MAIL	该电子邮件已被删除.
MSI_SELECT_AREA_BY_PRIVATE_AIRPLANE	请选择您将乘坐私人飞艇前往的地区.
MSI_THAI_PERSONALINFO_EXP	E X P : %d%% ( basic 100.0%% %s %d%%)
MSI_THAI_PERSONALINFO_DROP	DROP  : %d%% ( basic 100.0%% %s %d%%)
MSI_THAI_PERSONALINFO_DEATH	DEATH : %d%% ( basic 100.0%% %s %d%%)
MSI_FLOATING_PRIVATE_AIRPLANE	您正在前往目的地.
MSI_NOT_FOUND_USER_AI	[%s] 文件不存在,因此它作为默认 AI 运行.
MSI_BASIC_EXP_MSG_BRZ2	 %.1f%% ( Basic 100.0%% + Premium %.1f%% + %s %.1f%%)
MSI_ASSISTANT_VENDING_POS	你想在这里摆摊吗?
MSI_DORAM_CANT_EQUIT_THIS	多拉姆人不能穿这种服装.
MSI_SEND_PURCHASES_BY_RODEX	在销售摊位上交易的物品被运送到Rodex.
MSI_BUTTON_PAY_BY_ZENY	30,000 z
MSI_BUTTON_PAY_BY_CAN	100种马兰多特产罐头食品
MSI_CANNOT_ACCESS_BY_WEIGHTOVER_80	如果重量超过 80%,则无法继续.
MSI_SEND_REST_ITEMS_BY_RODEX	未售出的产品被交付给 Rodex.
MSI_BUTTON_EQUIP_PREVIEW	安装视图
MSI_CHANGE_GUILD_MASTER	公会大师代表团
MSI_CONFIRM_CHANGING_GUILD_MASTER	您真的想委托 %s 担任公会会长吗?授权后,您的状态将更改为 %s.
MSI_WITHDRAWAL	提款
MSI_SHOP_WITHDRAWAL	您想撤回摊位吗?
MSI_REMAIN_TIME	%02d 天 %02d 小时 %02d 分钟 %02d 秒
MSI_LIMIT_USER	无法连接
MSI_LIMIT_USER_MSG	无法连接,因为已超出允许连接的人数.
MSI_SELECT_SHOP_POSITION	请选择您要安装摊位的位置.
MSI_CHANGE_PETNAME	将宠物名更改为 ^0000ff^0000ff %s^000000^000000.您想继续吗?
MSI_STORE_ASSISTANT_TRADE_DATE	交易日期:
MSI_STORE_ASSISTANT_TRADE_ITEM	贸易项目:
MSI_STORE_ASSISTANT_TRADE_CNT	交易数量:
MSI_STORE_ASSISTANT_TRADE_PRICE	交易价格:
MSI_STORE_ASSISTANT_TRADE_PAYMENT	交易金额:
MSI_STORE_ASSISTANT_TRADE_TITLE1	街头小贩出售物品
MSI_STORE_ASSISTANT_TRADE_TITLE2	街头小贩购买物品
MSI_STORE_ASSISTANT_TRADE_TITLE3	结束在销售摊位的兼职工作
